outcome_type,family,tumor_type,endpoint,size_stratum,imbalance_stratum,screen_tier,repeat_id,seed,pls_q2,pls_rmse,pls_spearman,ridge_q2,ridge_rmse,ridge_spearman,median_pls_ncomp,median_ridge_lambda,median_inner_pls_q2,median_inner_ridge_q2,outer_folds_identical,inner_folds_identical,tuning_rule_symmetry,pls_sensitivity,pls_specificity,pls_balanced_accuracy,pls_auc,ridge_sensitivity,ridge_specificity,ridge_balanced_accuracy,ridge_auc,median_pls_threshold,median_ridge_threshold,median_inner_pls_balanced_accuracy,median_inner_ridge_balanced_accuracy,threshold_selection
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,3,20290844,,,,,,,4,2.66833746975864,,,TRUE,TRUE,,0.714285714285714,0.794178794178794,0.754232254232254,0.724779724779725,0.857142857142857,0.781704781704782,0.81942381942382,0.852588852588853,-3.79539347673591,0.0526072489942528,0.805729564553094,0.827349121466769,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,4,20300844,,,,,,,3,1.77917645272508,,,TRUE,TRUE,,0.666666666666667,0.794178794178794,0.73042273042273,0.772497772497773,0.80952380952381,0.781704781704782,0.795614295614296,0.833976833976834,-3.48364460915885,0.0580597423756503,0.842933537051184,0.832085561497326,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,5,20310844,,,,,,,3,2.52675182879646,,,TRUE,TRUE,,0.619047619047619,0.8004158004158,0.70973170973171,0.785664785664786,0.714285714285714,0.829521829521829,0.771903771903772,0.835659835659836,-4.11671363677775,0.0648767914800469,0.822916666666667,0.838579067990833,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LGG,Any called fusion,large,low,B,1,20270845,,,,,,,2,24.6957083433343,,,TRUE,TRUE,,0.73728813559322,0.641434262948207,0.689361199270714,0.747079478695388,0.686440677966102,0.693227091633466,0.689833884799784,0.738841245188737,-0.275641935845072,0.490318145767474,0.723446260759694,0.72277501381979,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LGG,Any called fusion,large,low,B,2,20280845,,,,,,,2,9.50531486174614,,,TRUE,TRUE,,0.703389830508475,0.729083665338646,0.71623674792356,0.763809170099264,0.686440677966102,0.729083665338646,0.707762171652374,0.767202376932946,-0.116579814305165,0.471590792288835,0.728263444681355,0.735449735449735,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LGG,Any called fusion,large,low,B,3,20290845,,,,,,,2,16.9411842188177,,,TRUE,TRUE,,0.73728813559322,0.625498007968128,0.681393071780674,0.765345398068742,0.711864406779661,0.721115537848606,0.716489972314133,0.7570227564319,-0.317410090084898,0.483319010145856,0.725933822948748,0.723776595744681,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LGG,Any called fusion,large,low,B,4,20300845,,,,,,,2,11.6017548138167,,,TRUE,TRUE,,0.707627118644068,0.697211155378486,0.702419137011277,0.758103180498346,0.711864406779661,0.713147410358566,0.712505908569113,0.756043622121683,-0.142809404508597,0.496909247459173,0.72316986496091,0.732132985864329,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LGG,Any called fusion,large,low,B,5,20310845,,,,,,,2,16.3412546297053,,,TRUE,TRUE,,0.733050847457627,0.665338645418327,0.699194746437977,0.760382200013505,0.690677966101695,0.721115537848606,0.70589675197515,0.759183604564792,-0.357904016308345,0.488190350587117,0.714956961225618,0.721708915738766,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LUSC,Any called fusion,large,moderate,C,1,20270846,,,,,,,1,3.28247982045617,,,TRUE,TRUE,,0.553349875930521,0.527777777777778,0.54056382685415,0.530431486076647,0.52605459057072,0.513888888888889,0.519971739729804,0.564378274055693,1.65402625015669,0.844179938416334,0.600912778904665,0.60069926337141,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LUSC,Any called fusion,large,moderate,C,2,20280846,,,,,,,3,4.8098913867161,,,TRUE,TRUE,,0.645161290322581,0.472222222222222,0.558691756272402,0.550420457678522,0.486352357320099,0.652777777777778,0.569565067548939,0.574441687344913,1.69107742390703,0.852242667461029,0.592953523238381,0.60373760488177,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LUSC,Any called fusion,large,moderate,C,3,20290846,,,,,,,1,14.6608126253733,,,TRUE,TRUE,,0.593052109181142,0.430555555555556,0.511803832368349,0.508719327267714,0.553349875930521,0.527777777777778,0.54056382685415,0.574510614833196,1.79748271170569,0.846742691218223,0.630751574677058,0.61576354679803,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LUSC,Any called fusion,large,moderate,C,4,20300846,,,,,,,1,35.0632754740317,,,TRUE,TRUE,,0.598014888337469,0.597222222222222,0.597618555279846,0.620933278191343,0.60545905707196,0.555555555555556,0.580507306313758,0.603494623655914,1.63116423417497,0.845089061445015,0.609649122807018,0.618584504740111,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,LUSC,Any called fusion,large,moderate,C,5,20310846,,,,,,,1,15.043868155524,,,TRUE,TRUE,,0.650124069478908,0.5,0.575062034739454,0.565239867659223,0.563275434243176,0.569444444444445,0.56635993934381,0.598497380755445,1.5801014473155,0.841207746750613,0.599444859613537,0.582096722536565,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,HNSC,Any called fusion,medium,low,C,1,20270847,,,,,,,1,15.496021346648,,,TRUE,TRUE,,0.539735099337748,0.56390977443609,0.551822436886919,0.566897375890056,0.655629139072848,0.428571428571429,0.542100283822138,0.543594084549121,0.800961270612672,0.681765568092813,0.585394973772802,0.579112189775307,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,HNSC,Any called fusion,medium,low,C,2,20280847,,,,,,,4,8.96236665339273,,,TRUE,TRUE,,0.447019867549669,0.654135338345865,0.550577602947767,0.59475675944829,0.533112582781457,0.578947368421053,0.556029975601255,0.582408006771897,1.52427451164612,0.687985966922625,0.591442887340484,0.576685195333907,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,HNSC,Any called fusion,medium,low,C,3,20290847,,,,,,,8,25.7860141308786,,,TRUE,TRUE,,0.470198675496689,0.601503759398496,0.535851217447593,0.535602250659762,0.586092715231788,0.496240601503759,0.541166658367774,0.543843051336952,1.40372372226068,0.688933824565599,0.601405308071714,0.590796993658499,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,HNSC,Any called fusion,medium,low,C,4,20300847,,,,,,,2,71.110293753451,,,TRUE,TRUE,,0.576158940397351,0.488721804511278,0.532440372454315,0.55395110292287,0.56953642384106,0.556390977443609,0.562963700642334,0.586491062092317,0.722823987634032,0.691917453806041,0.585685326680181,0.591142990799938,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,HNSC,Any called fusion,medium,low,C,5,20310847,,,,,,,3,48.8450818529957,,,TRUE,TRUE,,0.410596026490066,0.68421052631579,0.547403276402928,0.542946770900762,0.519867549668874,0.631578947368421,0.575723248518648,0.560947069660907,1.38338969069885,0.693653265246837,0.593438634432687,0.5899162295467,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,BLCA,Any called fusion,medium,moderate,B,1,20270848,,,,,,,2,33.9060721452426,,,TRUE,TRUE,,0.743055555555556,0.483870967741936,0.613463261648746,0.637731481481482,0.819444444444445,0.440860215053763,0.630152329749104,0.674507168458781,1.02684460283961,0.736369905571532,0.641069330199765,0.660810810810811,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,BLCA,Any called fusion,medium,moderate,B,2,20280848,,,,,,,2,27.4064634781087,,,TRUE,TRUE,,0.694444444444445,0.483870967741936,0.58915770609319,0.636163381123059,0.802083333333333,0.462365591397849,0.632224462365591,0.665957287933094,1.12552289658164,0.735406525071887,0.66995670995671,0.673766233766234,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,BLCA,Any called fusion,medium,moderate,B,3,20290848,,,,,,,2,5.20631305051766,,,TRUE,TRUE,,0.739583333333333,0.526881720430108,0.633232526881721,0.662522401433692,0.732638888888889,0.602150537634409,0.667394713261649,0.661663679808841,0.943234327113533,0.736268581173695,0.647099567099567,0.650881316098707,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,BLCA,Any called fusion,medium,moderate,B,4,20300848,,,,,,,2,17.1458824735315,,,TRUE,TRUE,,0.756944444444445,0.440860215053763,0.598902329749104,0.630675029868578,0.763888888888889,0.516129032258065,0.640008960573477,0.674245818399044,0.694070831648455,0.746440884496875,0.658095238095238,0.670505287896592,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,BLCA,Any called fusion,medium,moderate,B,5,20310848,,,,,,,6,5.98467859018028,,,TRUE,TRUE,,0.746527777777778,0.43010752688172,0.588317652329749,0.62679211469534,0.746527777777778,0.537634408602151,0.642081093189964,0.671669653524492,0.835220933809861,0.737961021288434,0.659393939393939,0.669264069264069,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,SKCM,Any called fusion,small,low,C,1,20270849,,,,,,,2,5.01048679568348,,,TRUE,TRUE,,0.294117647058824,0.448275862068966,0.371196754563895,0.445740365111562,0.352941176470588,0.482758620689655,0.417849898580122,0.366632860040568,2.0179176613195,0.712973758410501,0.576892109500805,0.549114331723027,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,SKCM,Any called fusion,small,low,C,2,20280849,,,,,,,3,11.4618344064465,,,TRUE,TRUE,,0.308823529411765,0.655172413793103,0.481997971602434,0.456389452332657,0.220588235294118,0.689655172413793,0.455121703853955,0.452586206896552,2.56774229258983,0.72985850779615,0.576892109500805,0.53341384863124,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,SKCM,Any called fusion,small,low,C,3,20290849,,,,,,,5,15.7679404412853,,,TRUE,TRUE,,0.529411764705882,0.206896551724138,0.36815415821501,0.432048681541582,0.441176470588235,0.413793103448276,0.427484787018256,0.425456389452333,-0.642080305553656,0.7164006129486,0.60426731078905,0.555152979066023,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,SKCM,Any called fusion,small,low,C,4,20300849,,,,,,,3,52.6509900356362,,,TRUE,TRUE,,0.720588235294118,0.206896551724138,0.463742393509128,0.390973630831643,0.735294117647059,0.206896551724138,0.471095334685598,0.438640973630832,0.306173051522213,0.684680010607534,0.595075757575758,0.584584980237154,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,SKCM,Any called fusion,small,low,C,5,20310849,,,,,,,2,6.08243782410581,,,TRUE,TRUE,,0.632352941176471,0.275862068965517,0.454107505070994,0.424442190669371,0.323529411764706,0.586206896551724,0.454868154158215,0.435598377281947,0.448202683855777,0.710985706025565,0.600395256916996,0.573122529644269,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THYM,Any called fusion,small,moderate,C,1,20270850,,,,,,,2,3.68879308323027,,,TRUE,TRUE,,0.851851851851852,0.344444444444444,0.598148148148148,0.581893004115226,0.777777777777778,0.377777777777778,0.577777777777778,0.593004115226337,-2.97147765297217,0.188213002337453,0.686868686868687,0.672619047619048,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THYM,Any called fusion,small,moderate,C,2,20280850,,,,,,,5,5.04767478782298,,,TRUE,TRUE,,0.814814814814815,0.444444444444444,0.62962962962963,0.665843621399177,0.666666666666667,0.466666666666667,0.566666666666667,0.572427983539095,-4.00520288174214,0.197509358546441,0.629419191919192,0.62202380952381,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THYM,Any called fusion,small,moderate,C,3,20290850,,,,,,,2,7.06761300304761,,,TRUE,TRUE,,0.481481481481482,0.611111111111111,0.546296296296296,0.576543209876543,0.555555555555556,0.466666666666667,0.511111111111111,0.578189300411523,-2.17216704235574,0.200128601640199,0.660984848484849,0.66729797979798,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THYM,Any called fusion,small,moderate,C,4,20300850,,,,,,,6,9.31530530377976,,,TRUE,TRUE,,0.592592592592593,0.611111111111111,0.601851851851852,0.644855967078189,0.666666666666667,0.544444444444444,0.605555555555556,0.619753086419753,-1.97006161159601,0.226253552907084,0.661616161616162,0.65530303030303,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,fusion,THYM,Any called fusion,small,moderate,C,5,20310850,,,,,,,2,4.33887220596554,,,TRUE,TRUE,,0.555555555555556,0.577777777777778,0.566666666666667,0.605761316872428,0.777777777777778,0.388888888888889,0.583333333333333,0.619753086419753,-2.38240818506226,0.198117790197081,0.670634920634921,0.659090909090909,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,1,20270851,,,,,,,5,2.53511258717245,,,TRUE,TRUE,,0.716129032258065,0.641566265060241,0.678847648659153,0.718441507967353,0.683870967741935,0.704819277108434,0.694345122425185,0.75031092110377,-1.29344736523766,0.334477951007113,0.703195374315277,0.70053256238588,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,2,20280851,,,,,,,4,5.00907570000696,,,TRUE,TRUE,,0.658064516129032,0.66566265060241,0.661863583365721,0.714302370773416,0.658064516129032,0.719879518072289,0.688972017100661,0.742246404974738,-0.645884622541373,0.366830683215646,0.712477175897748,0.696095076400679,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,3,20290851,,,,,,,4,7.02871584241937,,,TRUE,TRUE,,0.664516129032258,0.698795180722892,0.681655654877575,0.71708122813836,0.703225806451613,0.644578313253012,0.673902059852312,0.741333074232414,-0.710478711179151,0.337028998914493,0.719773223381033,0.712994522215459,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,4,20300851,,,,,,,3,2.8529152761838,,,TRUE,TRUE,,0.664516129032258,0.674698795180723,0.669607462106491,0.716362223085892,0.625806451612903,0.743975903614458,0.684891177613681,0.744539448115041,-0.697650612787139,0.355543099748041,0.717893524132913,0.711981566820277,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,5,20310851,,,,,,,4,2.58303318215001,,,TRUE,TRUE,,0.651612903225806,0.698795180722892,0.675204041974349,0.722833268558103,0.683870967741935,0.653614457831325,0.66874271278663,0.743140303148076,-0.705267959896732,0.325530182064596,0.709586466165414,0.705447352404139,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,1,20270852,,,,,,,4,1.80889232019699,,,TRUE,TRUE,,0.608108108108108,0.8801261829653,0.744117145536704,0.846065308210419,0.72972972972973,0.813880126182965,0.771804927956348,0.855187995566545,-1.29528126426112,0.187637047951356,0.823775708447779,0.803983718136928,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,2,20280852,,,,,,,5,1.84241043026249,,,TRUE,TRUE,,0.716216216216216,0.83596214511041,0.776089180663313,0.850498763747975,0.72972972972973,0.83596214511041,0.78284593742007,0.848324665359366,-1.51738722755249,0.230870063523942,0.813058854931269,0.796643665840423,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,3,20290852,,,,,,,3,2.05398407571432,,,TRUE,TRUE,,0.72972972972973,0.807570977917981,0.768650353823855,0.848196777218859,0.743243243243243,0.817034700315458,0.78013897177935,0.855614289368233,-1.64557111058924,0.213903887402037,0.817763245695983,0.811616533797816,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,4,20300852,,,,,,,4,2.08146875133738,,,TRUE,TRUE,,0.702702702702703,0.817034700315458,0.75986870150908,0.815926336431068,0.72972972972973,0.813880126182965,0.771804927956348,0.839713530565266,-1.71387662298723,0.226555006270884,0.81639530228213,0.803650073401842,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,5,20310852,,,,,,,4,2.56375892172257,,,TRUE,TRUE,,0.72972972972973,0.832807570977918,0.781268650353824,0.836899991474124,0.72972972972973,0.77602523659306,0.752877483161395,0.827223122175804,-1.97317895322318,0.211824563180148,0.802296587926509,0.808534869699203,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,1,20270853,,,,,,,3,2.10582079946986,,,TRUE,TRUE,,0.821428571428571,0.805194805194805,0.813311688311688,0.879986085343228,0.767857142857143,0.814935064935065,0.791396103896104,0.884624304267162,-2.00174219206149,0.16797929323113,0.853288987435329,0.847283813747228,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,2,20280853,,,,,,,3,2.24894243459775,,,TRUE,TRUE,,0.767857142857143,0.795454545454545,0.781655844155844,0.875057977736549,0.857142857142857,0.76948051948052,0.813311688311688,0.881029684601113,-2.15133627410728,0.158345408889391,0.853794037940379,0.855330634278003,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,3,20290853,,,,,,,3,1.56481029231737,,,TRUE,TRUE,,0.839285714285714,0.788961038961039,0.814123376623377,0.85899814471243,0.892857142857143,0.743506493506494,0.818181818181818,0.889262523191095,-2.62454234610508,0.15348461153233,0.843139901034638,0.84017094017094,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,4,20300853,,,,,,,3,1.97424737125796,,,TRUE,TRUE,,0.857142857142857,0.821428571428571,0.839285714285714,0.90207560296846,0.839285714285714,0.782467532467532,0.810876623376623,0.911641929499072,-1.94492344780346,0.16013020841858,0.843184885290149,0.844579945799458,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,5,20310853,,,,,,,3,1.77451300066344,,,TRUE,TRUE,,0.892857142857143,0.808441558441558,0.850649350649351,0.897379406307978,0.821428571428571,0.798701298701299,0.810064935064935,0.901901669758813,-1.64345930438233,0.175697108178827,0.858943089430894,0.840650406504065,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,THCA,PI3K,large,high,C,1,20270854,,,,,,,8,0.507328897341004,,,TRUE,TRUE,,0.571428571428571,0.457330415754923,0.514379493591747,0.561633843909555,0.523809523809524,0.514223194748359,0.519016359278941,0.526935500677295,-7.53634749329541,0.0458705626447882,0.593458694953391,0.558582449373192,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,THCA,PI3K,large,high,C,2,20280854,,,,,,,2,2.84433359749337,,,TRUE,TRUE,,0.0952380952380952,0.739606126914661,0.417422111076378,0.438470355319371,0.428571428571429,0.562363238512035,0.495467333541732,0.495467333541732,-2.93694269959678,0.0474473402892608,0.603423336547734,0.608541498791297,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,THCA,PI3K,large,high,C,3,20290854,,,,,,,6,0.28590970372348,,,TRUE,TRUE,,0.476190476190476,0.446389496717724,0.4612899864541,0.524747316869855,0.523809523809524,0.540481400437637,0.53214546212358,0.53798061894342,-5.59123044081942,0.0451771758015614,0.578993892639023,0.537367405978785,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,THCA,PI3K,large,high,C,4,20300854,,,,,,,8,3.93093317307768,,,TRUE,TRUE,,0.0952380952380952,0.700218818380744,0.39772845680942,0.426904240908617,0.285714285714286,0.599562363238512,0.442638324476399,0.462227779514432,-4.39725490625885,0.0463168039999642,0.625599315068493,0.574571917808219,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,THCA,PI3K,large,high,C,5,20310854,,,,,,,5,0.33276675262551,,,TRUE,TRUE,,0.571428571428571,0.459518599562363,0.515473585495467,0.494425341252475,0.380952380952381,0.50328227571116,0.44211732833177,0.463686568719391,-5.85258252203203,0.0437233693327542,0.632272581163613,0.610556003223207,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,1,20270855,,,,,,,2,4.02237646567067,,,TRUE,TRUE,,0.598484848484849,0.633928571428571,0.61620670995671,0.643804112554113,0.568181818181818,0.660714285714286,0.614448051948052,0.658098845598846,-1.17027144389083,0.283674954070221,0.638520092051691,0.643613663463562,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,2,20280855,,,,,,,5,4.8341415562499,,,TRUE,TRUE,,0.492424242424242,0.672619047619048,0.582521645021645,0.622655122655123,0.575757575757576,0.693452380952381,0.634604978354978,0.668177308802309,-1.1364747488594,0.287019803468359,0.65075050852213,0.65362628884057,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,3,20290855,,,,,,,2,3.86249652471845,,,TRUE,TRUE,,0.507575757575758,0.699404761904762,0.60349025974026,0.667320526695527,0.537878787878788,0.702380952380952,0.62012987012987,0.653521825396825,-1.08398884347921,0.294079855683218,0.646752472469664,0.645842217484009,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,4,20300855,,,,,,,9,3.02217323553883,,,TRUE,TRUE,,0.71969696969697,0.541666666666667,0.630681818181818,0.647321428571429,0.522727272727273,0.702380952380952,0.612554112554113,0.638866341991342,-1.96903296972285,0.287923021767271,0.659320233669676,0.659825870646766,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,5,20310855,,,,,,,3,4.90128078478556,,,TRUE,TRUE,,0.537878787878788,0.717261904761905,0.627570346320346,0.674873737373737,0.507575757575758,0.717261904761905,0.612418831168831,0.637693903318903,-0.93222941821289,0.287873555660254,0.664666312621703,0.657178393745558,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,1,20270856,,,,,,,1,54.4910639337762,,,TRUE,TRUE,,0.794642857142857,0.382022471910112,0.588332664526485,0.600371187800963,0.741071428571429,0.390449438202247,0.565760433386838,0.589185393258427,-1.54163034393713,0.228009235487626,0.599415204678363,0.601695249359354,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,2,20280856,,,,,,,1,43.88168434515,,,TRUE,TRUE,,0.803571428571429,0.351123595505618,0.577347512038523,0.587555176565008,0.705357142857143,0.438202247191011,0.571779695024077,0.574237560192616,-1.59080941545977,0.23231089694579,0.598245614035088,0.608187134502924,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,3,20290856,,,,,,,1,6.70570519787046,,,TRUE,TRUE,,0.6875,0.415730337078652,0.551615168539326,0.547251203852327,0.785714285714286,0.384831460674157,0.585272873194222,0.564330858747994,-1.67606392633767,0.207716283706407,0.602631578947368,0.612221565148827,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,4,20300856,,,,,,,1,24.4704753084798,,,TRUE,TRUE,,0.696428571428571,0.432584269662921,0.564506420545746,0.542561195826645,0.616071428571429,0.508426966292135,0.562249197431782,0.5575591894061,-1.45003946811584,0.231015830458854,0.603801169590643,0.608187134502924,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,5,20310856,,,,,,,1,51.6057211212036,,,TRUE,TRUE,,0.803571428571429,0.365168539325843,0.584369983948636,0.587229133226324,0.821428571428571,0.286516853932584,0.553972712680578,0.57907804975923,-1.58757809968396,0.227452851880282,0.602385176424207,0.591129509166174,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,LUAD,TGF-Beta,medium,high,C,1,20270857,,,,,,,1,30.4032794815451,,,TRUE,TRUE,,0.711111111111111,0.517241379310345,0.614176245210728,0.608866995073892,0.666666666666667,0.532019704433498,0.599343185550082,0.604378762999453,-2.3841805373171,0.0990370727018506,0.638034188034188,0.641153846153846,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,LUAD,TGF-Beta,medium,high,C,2,20280857,,,,,,,1,28.9271686563551,,,TRUE,TRUE,,0.666666666666667,0.58128078817734,0.623973727422003,0.63639846743295,0.711111111111111,0.564039408866995,0.637575259989053,0.632512315270936,-2.17131847682213,0.0998049511150873,0.628632478632479,0.615042735042735,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,LUAD,TGF-Beta,medium,high,C,3,20290857,,,,,,,1,8.18956432047942,,,TRUE,TRUE,,0.666666666666667,0.490147783251232,0.578407224958949,0.608155446086481,0.666666666666667,0.527093596059113,0.59688013136289,0.593705528188287,-2.39954269245042,0.099580411854499,0.644273504273504,0.674382716049383,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,LUAD,TGF-Beta,medium,high,C,4,20300857,,,,,,,1,6.36177898461233,,,TRUE,TRUE,,0.755555555555556,0.524630541871921,0.640093048713738,0.620251778872469,0.755555555555556,0.509852216748769,0.632703886152162,0.618062397372742,-2.3876658322619,0.0969812880114603,0.636538461538462,0.653589743589744,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,oncogenic_pathway,LUAD,TGF-Beta,medium,high,C,5,20310857,,,,,,,1,18.9267298552182,,,TRUE,TRUE,,0.755555555555556,0.490147783251232,0.622851669403394,0.624630541871921,0.755555555555556,0.512315270935961,0.633935413245758,0.604926108374384,-2.4571537266721,0.0995335770937274,0.641239316239316,0.645598290598291,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
